source,target,url
"With Zn, Fe, Cu, Ag, etc.",Greenockite,http://www.mindat.org/min-1746.html
"With Zn, Fe, Cu, Ag, etc.",Wurtzite,http://www.mindat.org/min-4318.html
"With Zn, Fe, Cu, Ag, etc.",Rambergite,http://www.mindat.org/min-7268.html
"With Zn, Fe, Cu, Ag, etc.",Buseckite,http://www.mindat.org/min-42371.html
"With Zn, Fe, Cu, Ag, etc.",Cubanite,http://www.mindat.org/min-1168.html
"With Zn, Fe, Cu, Ag, etc.",Isocubanite,http://www.mindat.org/min-2052.html
"With Zn, Fe, Cu, Ag, etc.",Picotpaulite,http://www.mindat.org/min-3205.html
"With Zn, Fe, Cu, Ag, etc.",Raguinite,http://www.mindat.org/min-3351.html
"With Zn, Fe, Cu, Ag, etc.",Argentopyrite,http://www.mindat.org/min-299.html
"With Zn, Fe, Cu, Ag, etc.",Sterbergite,http://www.mindat.org/min-3767.html
"With Zn, Fe, Cu, Ag, etc.",Sulvanite,http://www.mindat.org/min-3827.html
"With Zn, Fe, Cu, Ag, etc.",Vulcanite,http://www.mindat.org/min-4213.html
"With Zn, Fe, Cu, Ag, etc.",Empressite,http://www.mindat.org/min-1379.html
"With Zn, Fe, Cu, Ag, etc.",Muthmannite,http://www.mindat.org/min-2819.html
"Metal Sulfides, M: S = 1: 1 (and similar)","With Ni, Fe, Co, PGE, etc.",http://www.mindat.org/strunz.php?a=2&b=C&c=C
"With Ni, Fe, Co, PGE, etc.",UM2007-26-S:CuFeIrNiPtRh,http://www.mindat.org/min-40783.html
"With Ni, Fe, Co, PGE, etc.",Achvalite,http://www.mindat.org/min-14.html
"With Ni, Fe, Co, PGE, etc.",Breithauptite,http://www.mindat.org/min-763.html
"With Ni, Fe, Co, PGE, etc.",Freboldite,http://www.mindat.org/min-1602.html
"With Ni, Fe, Co, PGE, etc.",Kotulskite,http://www.mindat.org/min-2264.html
"With Ni, Fe, Co, PGE, etc.",Langisite,http://www.mindat.org/min-2321.html
"With Ni, Fe, Co, PGE, etc.",Nickeline,http://www.mindat.org/min-2901.html
"With Ni, Fe, Co, PGE, etc.",Sederholmite,http://www.mindat.org/min-3601.html
"With Ni, Fe, Co, PGE, etc.",Sobolevskite,http://www.mindat.org/min-3700.html
"With Ni, Fe, Co, PGE, etc.",Stumpflite,http://www.mindat.org/min-3816.html
"With Ni, Fe, Co, PGE, etc.",Sudburyite,http://www.mindat.org/min-3819.html
"With Ni, Fe, Co, PGE, etc.",Jaipurite,http://www.mindat.org/min-7119.html
"With Ni, Fe, Co, PGE, etc.",Zlatogorite,http://www.mindat.org/min-7387.html
"With Ni, Fe, Co, PGE, etc.",Pyrrhotite,http://www.mindat.org/min-3328.html
"With Ni, Fe, Co, PGE, etc.",Smythite,http://www.mindat.org/min-3691.html
"With Ni, Fe, Co, PGE, etc.",Troilite,http://www.mindat.org/min-4029.html
"With Ni, Fe, Co, PGE, etc.",Cherepanovite,http://www.mindat.org/min-990.html
"With Ni, Fe, Co, PGE, etc.",Modderite,http://www.mindat.org/min-2738.html
"With Ni, Fe, Co, PGE, etc.",Ruthenarsenite,http://www.mindat.org/min-3481.html
"With Ni, Fe, Co, PGE, etc.",Westerveldite,http://www.mindat.org/min-4273.html
"With Ni, Fe, Co, PGE, etc.",Millerite,http://www.mindat.org/min-2711.html
"With Ni, Fe, Co, PGE, etc.",Makinenite,http://www.mindat.org/min-2732.html
"With Ni, Fe, Co, PGE, etc.",UM1990-38-S:CuFeIrNiPtRh,http://www.mindat.org/min-35878.html
"With Ni, Fe, Co, PGE, etc.",Mackinawite,http://www.mindat.org/min-2512.html
"With Ni, Fe, Co, PGE, etc.",Hexatestibiopanickelite,http://www.mindat.org/min-1893.html
"With Ni, Fe, Co, PGE, etc.",Vavrinite,http://www.mindat.org/min-28949.html
"With Ni, Fe, Co, PGE, etc.",Braggite,http://www.mindat.org/min-751.html
"With Ni, Fe, Co, PGE, etc.",Cooperite,http://www.mindat.org/min-1123.html
"With Ni, Fe, Co, PGE, etc.",Vysotskite,http://www.mindat.org/min-4221.html
"Metal Sulfides, M: S = 1: 1 (and similar)","With Sn, Pb, Hg, etc.",http://www.mindat.org/strunz.php?a=2&b=C&c=D
"With Sn, Pb, Hg, etc.",Herzenbergite,http://www.mindat.org/min-1880.html
"With Sn, Pb, Hg, etc.",Teallite,http://www.mindat.org/min-3900.html
"With Sn, Pb, Hg, etc.",Alabandite,http://www.mindat.org/min-89.html
"With Sn, Pb, Hg, etc.",Altaite,http://www.mindat.org/min-147.html
"With Sn, Pb, Hg, etc.",Clausthalite,http://www.mindat.org/min-1061.html
"With Sn, Pb, Hg, etc.",Galena,http://www.mindat.org/min-1641.html
"With Sn, Pb, Hg, etc.",Niningerite,http://www.mindat.org/min-2907.html
"With Sn, Pb, Hg, etc.",Oldhamite,http://www.mindat.org/min-2970.html
"With Sn, Pb, Hg, etc.",Keilite,http://www.mindat.org/min-27196.html
"With Sn, Pb, Hg, etc.",Cinnabar,http://www.mindat.org/min-1052.html
"With Sn, Pb, Hg, etc.",Hypercinnabar,http://www.mindat.org/min-1994.html
Sulfides and Sulfosalts,"Metal Sulfides, M: S <= 1:2",http://www.mindat.org/strunz.php?a=2&b=E
"Metal Sulfides, M: S <= 1:2","M:S = 1:2 - With Cu, Ag, Au",http://www.mindat.org/strunz.php?a=2&b=E&c=A
"M:S = 1:2 - With Cu, Ag, Au",Sylvanite,http://www.mindat.org/min-3849.html
"M:S = 1:2 - With Cu, Ag, Au",Calaverite,http://www.mindat.org/min-852.html
"M:S = 1:2 - With Cu, Ag, Au",Kostovite,http://www.mindat.org/min-2260.html
"M:S = 1:2 - With Cu, Ag, Au",Krennerite,http://www.mindat.org/min-2274.html
"M:S = 1:2 - With Cu, Ag, Au",Berndtite,http://www.mindat.org/min-637.html
"M:S = 1:2 - With Cu, Ag, Au",Kitkaite,http://www.mindat.org/min-2219.html
"M:S = 1:2 - With Cu, Ag, Au",Melonite,http://www.mindat.org/min-2639.html
"M:S = 1:2 - With Cu, Ag, Au",Merenskyite,http://www.mindat.org/min-2650.html
"M:S = 1:2 - With Cu, Ag, Au",Moncheite,http://www.mindat.org/min-2754.html
"M:S = 1:2 - With Cu, Ag, Au",Shuangfengite,http://www.mindat.org/min-7292.html
"M:S = 1:2 - With Cu, Ag, Au",Sudovikovite,http://www.mindat.org/min-7321.html
"M:S = 1:2 - With Cu, Ag, Au",Verbeekite,http://www.mindat.org/min-25640.html
"M:S = 1:2 - With Cu, Ag, Au",Drysdallite,http://www.mindat.org/min-1322.html
"M:S = 1:2 - With Cu, Ag, Au",Jordisite,http://www.mindat.org/min-2114.html
"M:S = 1:2 - With Cu, Ag, Au",Molybdenite,http://www.mindat.org/min-2746.html
"M:S = 1:2 - With Cu, Ag, Au",Tungstenite,http://www.mindat.org/min-4051.html
"Metal Sulfides, M: S <= 1:2","M:S = 1:2, with Fe, Co, Ni, PGE, etc.",http://www.mindat.org/strunz.php?a=2&b=E&c=B
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Aurostibite,http://www.mindat.org/min-430.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Bambollaite,http://www.mindat.org/min-502.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Cattierite,http://www.mindat.org/min-920.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Erlichmanite,http://www.mindat.org/min-1401.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Fukuchilite,http://www.mindat.org/min-1620.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Geversite,http://www.mindat.org/min-1687.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Hauerite,http://www.mindat.org/min-1831.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Insizwaite,http://www.mindat.org/min-2035.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Krutaite,http://www.mindat.org/min-2279.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Laurite,http://www.mindat.org/min-2344.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Penroseite,http://www.mindat.org/min-3151.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Pyrite,http://www.mindat.org/min-3314.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Sperrylite,http://www.mindat.org/min-3723.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Trogtalite,http://www.mindat.org/min-4028.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Vaesite,http://www.mindat.org/min-4133.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Villamaninite,http://www.mindat.org/min-4180.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Dzharkenite,http://www.mindat.org/min-6907.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Gaotaiite,http://www.mindat.org/min-6963.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Alloclasite,http://www.mindat.org/min-134.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Costibite,http://www.mindat.org/min-1140.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Ferroselite,http://www.mindat.org/min-1527.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Frohbergite,http://www.mindat.org/min-1612.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Glaucodot,http://www.mindat.org/min-1709.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Kullerudite,http://www.mindat.org/min-2288.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Marcasite,http://www.mindat.org/min-2571.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Mattagamite,http://www.mindat.org/min-2595.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Paracostibite,http://www.mindat.org/min-3085.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Pararammelsbergite,http://www.mindat.org/min-3106.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Oenite,http://www.mindat.org/min-7201.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Anduoite,http://www.mindat.org/min-227.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Clinosafflorite,http://www.mindat.org/min-1083.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Lollingite,http://www.mindat.org/min-2426.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Nisbite,http://www.mindat.org/min-2914.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Omeiite,http://www.mindat.org/min-2990.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Paxite,http://www.mindat.org/min-3137.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Rammelsbergite,http://www.mindat.org/min-3357.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Safflorite,http://www.mindat.org/min-3500.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Seinajokite,http://www.mindat.org/min-3608.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Arsenopyrite,http://www.mindat.org/min-305.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Gudmundite,http://www.mindat.org/min-1766.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Osarsite,http://www.mindat.org/min-3034.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Ruarsite,http://www.mindat.org/min-3471.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Cobaltite,http://www.mindat.org/min-1093.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Gersdorffite,http://www.mindat.org/min-1683.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Hollingworthite,http://www.mindat.org/min-1922.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Irarsite,http://www.mindat.org/min-2042.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Jolliffeite,http://www.mindat.org/min-2111.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Krutovite,http://www.mindat.org/min-2280.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Maslovite,http://www.mindat.org/min-2585.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Michenerite,http://www.mindat.org/min-2703.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Padmaite,http://www.mindat.org/min-3060.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Platarsite,http://www.mindat.org/min-3235.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Testibiopalladite,http://www.mindat.org/min-3919.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Tolovkit,http://www.mindat.org/min-3991.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Ullmannite,http://www.mindat.org/min-4086.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Willyamite,http://www.mindat.org/min-4295.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Changchengite,http://www.mindat.org/min-6860.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Mayingite,http://www.mindat.org/min-7172.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Hollingsworthite,http://www.mindat.org/min-7687.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Kalungaite,http://www.mindat.org/min-27492.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Milotaite,http://www.mindat.org/min-27539.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Urvantsevite,http://www.mindat.org/min-4120.html
"M:S = 1:2, with Fe, Co, Ni, PGE, etc.",Rheniite,http://www.mindat.org/min-7269.html
"Metal Sulfides, M: S <= 1:2",M:S = 1:> 2,http://www.mindat.org/strunz.php?a=2&b=E&c=C
M:S = 1:> 2,Kieftite,http://www.mindat.org/min-2203.html
M:S = 1:> 2,Nickelskutterudite,http://www.mindat.org/min-2897.html
M:S = 1:> 2,Skutterudite,http://www.mindat.org/min-3682.html
M:S = 1:> 2,Ferroskutterudite,http://www.mindat.org/min-30906.html
M:S = 1:> 2,Patronite,http://www.mindat.org/min-3131.html
