source,target,url
With medium-sized cations; chains of edge-sharing octahedra,Tivanite,http://www.mindat.org/min-3981.html
With medium-sized cations; chains of edge-sharing octahedra,Carmichaelite,http://www.mindat.org/min-6849.html
With medium-sized cations; chains of edge-sharing octahedra,Alumotantite,http://www.mindat.org/min-159.html
With medium-sized cations; chains of edge-sharing octahedra,Biehlite,http://www.mindat.org/min-7581.html
Metal: Oxygen = 1:2 and similar,With medium-sized cations; sheets of edge-sharing octahedra,http://www.mindat.org/strunz.php?a=4&b=D&c=C
With medium-sized cations; sheets of edge-sharing octahedra,Bahianite,http://www.mindat.org/min-484.html
With medium-sized cations; sheets of edge-sharing octahedra,Simpsonite,http://www.mindat.org/min-3670.html
Metal: Oxygen = 1:2 and similar,With medium-sized cations; frameworks of edge-sharing octahedra,http://www.mindat.org/strunz.php?a=4&b=D&c=D
With medium-sized cations; frameworks of edge-sharing octahedra,Anatase,http://www.mindat.org/min-213.html
With medium-sized cations; frameworks of edge-sharing octahedra,Brookite,http://www.mindat.org/min-787.html
Metal: Oxygen = 1:2 and similar,With medium-sized cations; with various polyhedra,http://www.mindat.org/strunz.php?a=4&b=D&c=E
With medium-sized cations; with various polyhedra,Downeyite,http://www.mindat.org/min-1315.html
With medium-sized cations; with various polyhedra,Koragoite,http://www.mindat.org/min-7140.html
With medium-sized cations; with various polyhedra,Koechlinite,http://www.mindat.org/min-2235.html
With medium-sized cations; with various polyhedra,Russellite,http://www.mindat.org/min-3478.html
With medium-sized cations; with various polyhedra,Tungstibite,http://www.mindat.org/min-4052.html
With medium-sized cations; with various polyhedra,Tellurite,http://www.mindat.org/min-3905.html
With medium-sized cations; with various polyhedra,Paratellurite,http://www.mindat.org/min-3116.html
With medium-sized cations; with various polyhedra,Bismutotantalite,http://www.mindat.org/min-663.html
With medium-sized cations; with various polyhedra,Bismutocolumbite,http://www.mindat.org/min-688.html
With medium-sized cations; with various polyhedra,Certantite,http://www.mindat.org/min-936.html
With medium-sized cations; with various polyhedra,Stibiotantalite,http://www.mindat.org/min-3739.html
With medium-sized cations; with various polyhedra,Stibiocolumbite,http://www.mindat.org/min-3778.html
With medium-sized cations; with various polyhedra,Clinocervantite,http://www.mindat.org/min-6879.html
With medium-sized cations; with various polyhedra,Baddeleyite,http://www.mindat.org/min-480.html
Metal: Oxygen = 1:2 and similar,With large (+- medium-sized) cations; dimers and trimers of edgesharing octahedra,http://www.mindat.org/strunz.php?a=4&b=D&c=F
With large (+- medium-sized) cations; dimers and trimers of edgesharing octahedra,Aeschynite-(Ce),http://www.mindat.org/min-37.html
With large (+- medium-sized) cations; dimers and trimers of edgesharing octahedra,Aeschynite-(Nd),http://www.mindat.org/min-38.html
With large (+- medium-sized) cations; dimers and trimers of edgesharing octahedra,Aeschynite-(Y),http://www.mindat.org/min-39.html
With large (+- medium-sized) cations; dimers and trimers of edgesharing octahedra,Nioboaeschynite-(Ce),http://www.mindat.org/min-2908.html
With large (+- medium-sized) cations; dimers and trimers of edgesharing octahedra,Nioboaeschynite-(Nd),http://www.mindat.org/min-2909.html
With large (+- medium-sized) cations; dimers and trimers of edgesharing octahedra,Nioboaeschynite-(Y),http://www.mindat.org/min-29550.html
With large (+- medium-sized) cations; dimers and trimers of edgesharing octahedra,Rynersonite,http://www.mindat.org/min-3488.html
With large (+- medium-sized) cations; dimers and trimers of edgesharing octahedra,Tantalaeschynite-(Y),http://www.mindat.org/min-3881.html
With large (+- medium-sized) cations; dimers and trimers of edgesharing octahedra,Vigezzite,http://www.mindat.org/min-4177.html
With large (+- medium-sized) cations; dimers and trimers of edgesharing octahedra,Changbaiite,http://www.mindat.org/min-968.html
With large (+- medium-sized) cations; dimers and trimers of edgesharing octahedra,Murataite-(Y),http://www.mindat.org/min-2811.html
Metal: Oxygen = 1:2 and similar,With large (+- medium-sized) cations; chains of edge-sharing octahedra,http://www.mindat.org/strunz.php?a=4&b=D&c=G
With large (+- medium-sized) cations; chains of edge-sharing octahedra,Euxenite-(Y),http://www.mindat.org/min-1425.html
With large (+- medium-sized) cations; chains of edge-sharing octahedra,Fersmite,http://www.mindat.org/min-1539.html
With large (+- medium-sized) cations; chains of edge-sharing octahedra,Kobeite-(Y),http://www.mindat.org/min-2232.html
With large (+- medium-sized) cations; chains of edge-sharing octahedra,Loranskite-(Y),http://www.mindat.org/min-2435.html
With large (+- medium-sized) cations; chains of edge-sharing octahedra,Polycrase-(Y),http://www.mindat.org/min-3257.html
With large (+- medium-sized) cations; chains of edge-sharing octahedra,Tanteuxenite-(Y),http://www.mindat.org/min-3883.html
With large (+- medium-sized) cations; chains of edge-sharing octahedra,Uranopolycrase,http://www.mindat.org/min-4109.html
With large (+- medium-sized) cations; chains of edge-sharing octahedra,Yttrocrasite-(Y),http://www.mindat.org/min-4370.html
With large (+- medium-sized) cations; chains of edge-sharing octahedra,Fergusonite-(Y)-B,http://www.mindat.org/min-1463.html
With large (+- medium-sized) cations; chains of edge-sharing octahedra,Fergusonite-(Nd)-B,http://www.mindat.org/min-1466.html
With large (+- medium-sized) cations; chains of edge-sharing octahedra,Fergusonite-(Ce)-B,http://www.mindat.org/min-1481.html
With large (+- medium-sized) cations; chains of edge-sharing octahedra,Yttrotantalite-(Y),http://www.mindat.org/min-4373.html
With large (+- medium-sized) cations; chains of edge-sharing octahedra,Beta-Fergusonite-(Nd),http://www.mindat.org/min-31528.html
With large (+- medium-sized) cations; chains of edge-sharing octahedra,Foordite,http://www.mindat.org/min-1581.html
With large (+- medium-sized) cations; chains of edge-sharing octahedra,Thoreaulite,http://www.mindat.org/min-3943.html
With large (+- medium-sized) cations; chains of edge-sharing octahedra,Raspite,http://www.mindat.org/min-3368.html
Metal: Oxygen = 1:2 and similar,With large (+- medium-sized) cations; sheets of edge-sharing octahedra,http://www.mindat.org/strunz.php?a=4&b=D&c=H
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Brannerite,http://www.mindat.org/min-754.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Orthobrannerite,http://www.mindat.org/min-3023.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Thorutite,http://www.mindat.org/min-3951.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Kassite,http://www.mindat.org/min-2166.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Lucasite-(Ce),http://www.mindat.org/min-2449.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Bariomicrolite,http://www.mindat.org/min-526.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Bariopyrochlore,http://www.mindat.org/min-527.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Betafite,http://www.mindat.org/min-649.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Bismutomicrolite,http://www.mindat.org/min-665.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Calciobetafite,http://www.mindat.org/min-846.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Ceriopyrochlore,http://www.mindat.org/min-930.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Cesstibtantite,http://www.mindat.org/min-942.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Jixianite,http://www.mindat.org/min-2098.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Hydropyrochlore,http://www.mindat.org/min-2140.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Natrobistantite,http://www.mindat.org/min-2852.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Plumbopyrochlore,http://www.mindat.org/min-3228.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Plumbomicrolite,http://www.mindat.org/min-3241.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Plumbobetafite,http://www.mindat.org/min-3245.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Stibiomicrolite,http://www.mindat.org/min-3738.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Strontiopyrochlore,http://www.mindat.org/min-3743.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Stannomicrolite,http://www.mindat.org/min-3749.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Stibiobetafite,http://www.mindat.org/min-3777.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Uranpyrochlore,http://www.mindat.org/min-4116.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Yttrobetafite,http://www.mindat.org/min-4368.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Yttropyrochlore,http://www.mindat.org/min-4372.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Fluornatromicrolite,http://www.mindat.org/min-7047.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Bismutopyrochlore,http://www.mindat.org/min-7065.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Hydrokenoelsmoreite,http://www.mindat.org/min-27428.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Bismutostibiconite,http://www.mindat.org/min-659.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Bindheimite,http://www.mindat.org/min-676.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Monimolite,http://www.mindat.org/min-2757.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Cupromeite,http://www.mindat.org/min-3128.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Stetefeldtite,http://www.mindat.org/min-3769.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Stibiconite,http://www.mindat.org/min-3776.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Rosiaite,http://www.mindat.org/min-7274.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Zirconolite,http://www.mindat.org/min-4422.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Liandratite,http://www.mindat.org/min-2391.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Petscheckite,http://www.mindat.org/min-3179.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Ingersonite,http://www.mindat.org/min-2032.html
With large (+- medium-sized) cations; sheets of edge-sharing octahedra,Pittongite,http://www.mindat.org/min-29549.html
Metal: Oxygen = 1:2 and similar,With large (+- medium-sized) cations; polyhedral frameworks,http://www.mindat.org/strunz.php?a=4&b=D&c=J
With large (+- medium-sized) cations; polyhedral frameworks,Calciotantite,http://www.mindat.org/min-834.html
With large (+- medium-sized) cations; polyhedral frameworks,Irtyshite,http://www.mindat.org/min-2049.html
With large (+- medium-sized) cations; polyhedral frameworks,Natrotantite,http://www.mindat.org/min-2864.html
Metal: Oxygen = 1:2 and similar,With large (+- medium-sized) cations; tunnel structures,http://www.mindat.org/strunz.php?a=4&b=D&c=K
With large (+- medium-sized) cations; tunnel structures,Akaganeite,http://www.mindat.org/min-67.html
With large (+- medium-sized) cations; tunnel structures,Coronadite,http://www.mindat.org/min-1134.html
With large (+- medium-sized) cations; tunnel structures,Cryptomelane,http://www.mindat.org/min-1164.html
With large (+- medium-sized) cations; tunnel structures,Hollandite,http://www.mindat.org/min-1921.html
With large (+- medium-sized) cations; tunnel structures,Majiroite,http://www.mindat.org/min-2566.html
With large (+- medium-sized) cations; tunnel structures,Mannardite,http://www.mindat.org/min-2567.html
With large (+- medium-sized) cations; tunnel structures,Priderite,http://www.mindat.org/min-3282.html
With large (+- medium-sized) cations; tunnel structures,Redledgeite,http://www.mindat.org/min-3380.html
With large (+- medium-sized) cations; tunnel structures,Henrymeyerite,http://www.mindat.org/min-7084.html
With large (+- medium-sized) cations; tunnel structures,Strontiomelane,http://www.mindat.org/min-7317.html
With large (+- medium-sized) cations; tunnel structures,Romanechite,http://www.mindat.org/min-3441.html
With large (+- medium-sized) cations; tunnel structures,Todorokite,http://www.mindat.org/min-3988.html
Metal: Oxygen = 1:2 and similar,With large (+- medium-sized) cations; fluorite-type structures,http://www.mindat.org/strunz.php?a=4&b=D&c=L
With large (+- medium-sized) cations; fluorite-type structures,Cerianite-(Ce),http://www.mindat.org/min-929.html
With large (+- medium-sized) cations; fluorite-type structures,Thorianite,http://www.mindat.org/min-3944.html
With large (+- medium-sized) cations; fluorite-type structures,Uraninite,http://www.mindat.org/min-4102.html
With large (+- medium-sized) cations; fluorite-type structures,Zirkelite,http://www.mindat.org/min-4425.html
With large (+- medium-sized) cations; fluorite-type structures,Aeschynite Group,http://www.mindat.org/min-42265.html
With large (+- medium-sized) cations; fluorite-type structures,Calzirtite,http://www.mindat.org/min-871.html
With large (+- medium-sized) cations; fluorite-type structures,Tazheranite,http://www.mindat.org/min-3897.html
With large (+- medium-sized) cations; fluorite-type structures,Hiarneite,http://www.mindat.org/min-6994.html
Metal: Oxygen = 1:2 and similar,With large (+- medium-sized) cations; unclassified,http://www.mindat.org/strunz.php?a=4&b=D&c=M
With large (+- medium-sized) cations; unclassified,Rankamaite,http://www.mindat.org/min-3362.html
With large (+- medium-sized) cations; unclassified,Sosedkoite,http://www.mindat.org/min-3717.html
With large (+- medium-sized) cations; unclassified,Cesplumtantite,http://www.mindat.org/min-941.html
With large (+- medium-sized) cations; unclassified,Eyselite,http://www.mindat.org/min-27221.html
With large (+- medium-sized) cations; unclassified,Kuranakhite,http://www.mindat.org/min-2292.html
